Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
186,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/108237991.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: Fertilisers stocks down as market falls
187,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/106574767.cms,Infosys,Economics,Positive,0.6,0.175,0,Stock market update: Fertilisers stocks down as market rises
188,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/108195673.cms,Infosys,Economics,Positive,0.4,0.189,0,Stock market update: Fertilisers stocks down as market rises
189,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/108225193.cms,Infosys,Economics,Positive,0.4,0.21,0,Stock market update: Fertilisers stocks up as market falls
190,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/110150087.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: FMCG stocks down as market falls
191,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/108195430.cms,Infosys,Economics,Positive,0.4,0.189,0,Stock market update: FMCG stocks down as market rises
192,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106897689.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: Mining stocks down as market falls
193,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/107615877.cms,Infosys,Economics,Positive,0.4,0.161,0,Stock market update: Mining stocks down as market falls
194,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/108255872.cms,Infosys,Economics,Positive,0.4,0.197,0,Stock market update: Mining stocks down as market falls
195,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/106854848.cms,Infosys,Economics,Positive,0.4,0.205,0,Stock market update: Mining stocks down as market rises
196,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/107754510.cms,Infosys,Economics,Positive,0.6,0.164,0,Stock market update: Mining stocks down as market rises
197,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/109874662.cms,Infosys,Economics,Positive,0.4,0.128,0,Stock market update: Mining stocks down as market rises
198,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/108225363.cms,Infosys,Economics,Positive,0.4,0.21,0,Stock market update: Mining stocks up as market falls
199,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/107811488.cms,Infosys,Economics,Positive,0.4,0.186,0,Stock market update: Mining stocks up as market rises
200,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/108588440.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: Mining stocks up as market rises
201,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/110784605.cms,Infosys,Economics,Positive,0.4,0.204,0,Stock market update: Mining stocks up as market rises
202,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-1-25/articleshow/109919950.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: Nifty Bank index falls 1.25%
203,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-01/articleshow/122765194.cms,Infosys,Economics,Positive,0.475,0.201,0,Stock market update: Nifty IT index advances 0.01%
204,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-77/articleshow/109920317.cms,Infosys,Economics,Positive,0.475,0.201,0,Stock market update: Nifty IT index advances 0.77%
205,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-1-02-in-a-weak-market/articleshow/110167089.cms,Infosys,Economics,Positive,0.475,0.199,0,Stock market update: Nifty IT index advances 1.02% in a
206,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-02/articleshow/110148719.cms,Infosys,Economics,Positive,0.475,0.201,0,Stock market update: Nifty IT index falls 0.02%
207,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-38-in-an-upbeat-market/articleshow/110103104.cms,Infosys,Economics,Positive,0.475,0.192,0,Stock market update: Nifty IT index falls 0.38% in an
208,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-47-in-a-weak-market/articleshow/109905540.cms,Infosys,Economics,Positive,0.475,0.194,0,Stock market update: Nifty IT index falls 0.47% in a
209,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-49/articleshow/106454424.cms,Infosys,Economics,Positive,0.475,0.202,0,Stock market update: Nifty IT index falls 0.49%
210,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-69-in-an-upbeat-market/articleshow/107840142.cms,Infosys,Economics,Positive,0.475,0.192,0,Stock market update: Nifty IT index falls 0.69% in an
211,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-87/articleshow/107852280.cms,Infosys,Economics,Positive,0.475,0.203,0,Stock market update: Nifty IT index falls 0.87%
212,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-98-in-a-weak-market/articleshow/108576964.cms,Infosys,Economics,Positive,0.475,0.194,0,Stock market update: Nifty IT index falls 0.98% in a
213,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/107616377.cms,Infosys,Economics,Positive,0.4,0.21,0,Stock market update: Power stocks down as market falls
214,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/107629891.cms,Infosys,Economics,Positive,0.4,0.197,0,Stock market update: Power stocks down as market falls
215,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/108225037.cms,Infosys,Economics,Positive,0.4,0.13,0,Stock market update: Power stocks down as market falls
216,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109918032.cms,Infosys,Economics,Positive,0.4,0.194,0,Stock market update: Power stocks down as market falls
217,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/106853712.cms,Infosys,Economics,Positive,0.4,0.151,0,Stock market update: Power stocks down as market rises
218,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/107648269.cms,Infosys,Economics,Positive,0.4,0.188,0,Stock market update: Power stocks down as market rises
219,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/107755535.cms,Infosys,Economics,Positive,0.6,0.164,0,Stock market update: Power stocks down as market rises
220,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/107840727.cms,Infosys,Economics,Positive,0.4,0.204,0,Stock market update: Power stocks down as market rises
221,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/108206434.cms,Infosys,Economics,Positive,0.4,0.233,0,Stock market update: Power stocks down as market rises
222,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/109874236.cms,Infosys,Economics,Positive,0.4,0.128,0,Stock market update: Power stocks down as market rises
223,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/110085555.cms,Infosys,Economics,Positive,0.4,0.199,0,Stock market update: Power stocks down as market rises
224,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/111432006.cms,Infosys,Economics,Positive,0.4,0.202,0,Stock market update: Power stocks up as market falls
225,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106574882.cms,Infosys,Economics,Positive,0.6,0.175,0,Stock market update: Power stocks up as market rises
226,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/110178553.cms,Infosys,Economics,Positive,0.4,0.193,0,Stock market update: Power stocks up as market rises
227,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/110768782.cms,Infosys,Economics,Positive,0.4,0.195,0,Stock market update: Power stocks up as market rises
228,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/111395591.cms,Infosys,Economics,Positive,0.4,0.212,0,Stock market update: Power stocks up as market rises
229,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/106454730.cms,Infosys,Economics,Positive,0.4,0.211,0,Stock market update: Stocks that hit 52-week highs on NSE
230,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/106485657.cms,Infosys,Economics,Positive,0.4,0.211,0,Stock market update: Stocks that hit 52-week highs on NSE
231,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/110010465.cms,Infosys,Economics,Positive,0.4,0.229,0,Stock market update: Stocks that hit 52-week highs on NSE
232,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/110796247.cms,Infosys,Economics,Positive,0.475,0.228,0,Stock market update: Stocks that hit 52-week highs on NSE
233,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/111434083.cms,Infosys,Economics,Positive,0.475,0.21,0,Stock market update: Stocks that hit 52-week highs on NSE
234,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/106436923.cms,Infosys,Economics,Positive,0.4,0.215,0,Stock market update: Stocks that hit 52-week highs on NSE
235,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/106854521.cms,Infosys,Economics,Positive,0.475,0.214,0,Stock market update: Stocks that hit 52-week highs on NSE
236,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/108224795.cms,Infosys,Economics,Positive,0.4,0.217,0,Stock market update: Stocks that hit 52-week highs on NSE
237,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/109874905.cms,Infosys,Economics,Positive,0.475,0.214,0,Stock market update: Stocks that hit 52-week highs on NSE
238,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/110166420.cms,Infosys,Economics,Positive,0.475,0.217,0,Stock market update: Stocks that hit 52-week highs on NSE
239,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/110784770.cms,Infosys,Economics,Positive,0.475,0.215,0,Stock market update: Stocks that hit 52-week highs on NSE
240,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/106454107.cms,Infosys,Economics,Positive,0.4,0.216,0,Stock market update: Stocks that hit 52-week lows on NSE
241,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/106865529.cms,Infosys,Economics,Positive,0.475,0.222,0,Stock market update: Stocks that hit 52-week lows on NSE
242,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/110011290.cms,Infosys,Economics,Positive,0.4,0.217,0,Stock market update: Stocks that hit 52-week lows on NSE
243,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/110797456.cms,Infosys,Economics,Positive,0.475,0.228,0,Stock market update: Stocks that hit 52-week lows on NSE
244,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106433494.cms,Infosys,Economics,Positive,0.4,0.221,0,Stock market update: Stocks that hit 52-week lows on NSE
245,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/106504270.cms,Infosys,Economics,Positive,0.4,0.221,0,Stock market update: Stocks that hit 52-week lows on NSE
246,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/108224648.cms,Infosys,Economics,Positive,0.475,0.222,0,Stock market update: Stocks that hit 52-week lows on NSE
247,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/110785767.cms,Infosys,Economics,Positive,0.475,0.227,0,Stock market update: Stocks that hit 52-week lows on NSE
248,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/107629375.cms,Infosys,Economics,Positive,0.4,0.197,0,Stock market update: Sugar stocks down as market falls
249,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/111421643.cms,Infosys,Economics,Positive,0.6,0.152,0,Stock market update: Sugar stocks down as market rises
250,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/107741130.cms,Infosys,Economics,Positive,0.6,0.118,0,Stock market update: Sugar stocks up as market rises
251,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109999255.cms,Infosys,Economics,Positive,0.4,0.142,0,Stock market update: Sugar stocks up as market rises
252,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/best-arbitrage-mutual-funds-to-invest-in-september-2025/articleshow/123912981.cms,Infosys,Economics,Positive,0.45,0.074,0,Best arbitrage mutual funds to invest in September 2025
253,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/eternal-and-ril-among-stocks-that-kotak-mutual-fund-bought-and-sold-in-june/articleshow/122764152.cms,Infosys,Economics,Positive,0.45,0.048,0,Eternal and RIL among stocks that Kotak Mutual Fund bought
254,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/infosys-paytm-and-bse-among-key-stocks-bought-and-sold-by-mutual-funds-in-august-check-full-list/articleshow/123894024.cms,Infosys,Economics,Positive,0.475,0.054,0,"Infosys, Paytm and BSE among key stocks bought and sold"
255,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/mcx-mazagon-dock-and-ril-among-top-stocks-bought-and-sold-by-mutual-funds-in-october/articleshow/125291910.cms,Infosys,Economics,Positive,0.375,0.013,0,"MCX, Mazagon Dock, and RIL among top stocks bought and"
256,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/ril-vishal-mega-mart-among-stocks-bought-sold-by-hdfc-balanced-advantage-fund-in-august/articleshow/123915070.cms,Infosys,Economics,Neutral,0.475,1.0,0,"RIL, Vishal Mega Mart among stocks bought & sold by"
257,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/mf-news/madhu-lunawat-makes-history-as-first-indian-woman-to-set-up-a-mutual-fund-business/articleshow/122806931.cms,Infosys,Economics,Positive,0.375,0.108,0,Madhu Lunawat makes history as first Indian woman to set
258,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/mf-news/tata-asset-management-receives-approval-to-launch-tata-india-dynamic-equity-fund-at-gift-city/articleshow/123917024.cms,Infosys,Economics,Positive,0.45,0.026,0,Tata Asset Management receives approval to launch Tata India Dynamic
259,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/headcount-at-it-biggies-falls-for-four-quarters/articleshow/107638404.cms,Infosys,Economics,Positive,0.375,0.084,0,Headcount at IT biggies falls for four quarters
260,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/new-updates/narayana-murthy-says-he-knows-someone-already-working-100-hours-a-week-in-a-chat-on-bengaluru-mumbai-flight/articleshow/122759974.cms,Infosys,Economics,Positive,0.5,0.202,0,Narayana Murthy says he knows someone already working 100 hours
261,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/h-1b-approvals-for-tcs-infosys-wipro-ltimindtree-fall-to-a-10-year-low-as-us-tightens-rules/articleshow/125825742.cms,Infosys,Economics,Negative,0.275,0.149,0,H-1B approvals for Indian IT fall to a 10-year low
262,economictimes.indiatimes.com,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/netherlands-emerges-as-indias-3rd-largest-export-destination-in-2023-24/articleshow/110721058.cms,Infosys,Economics,Positive,0.4,0.107,0,Netherlands emerges as India's 3rd largest export destination in 2023-24
263,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/funding/deeptech-startup-myelin-foundry-raises-4-million-led-by-sidbi-venture-capital/articleshow/109945359.cms,Infosys,Economics,Positive,0.375,0.173,0,Myelin Foundry: Deeptech startup Myelin Foundry raises $4 million led
264,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/dangerous-fantasy-to-vow-80-productivity-gains-via-ai-in-five-years-says-tech-mahindra-ceo/articleshow/122820678.cms,Infosys,Economics,Positive,0.55,0.09,0,'Dangerous fantasy' to vow 80% productivity gains via AI in
265,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/erd-bucks-slowdown-in-tech-hiring/articleshow/111411418.cms,Infosys,Economics,Positive,0.45,0.214,0,ER&D: Strong ER&D demand helps IT buck overall soft hiring
266,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/for-it-a-16-billion-deal-feast-on-the-table/articleshow/106553835.cms,Infosys,Economics,Positive,0.55,0.054,0,"IT services: For IT, a $16 billion deal feast on"
267,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/heres-how-much-top-it-ceos-got-paid-in-fy24/articleshow/110720632.cms,Infosys,Economics,Positive,0.35,0.066,0,IT CEO salary: Here's how much top IT CEOs got
268,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/higher-exposure-to-digital-business-led-to-tepid-revenues-infosys-management/articleshow/108306979.cms,Infosys,Economics,Neutral,1.0,1.0,0,Infosys management tepid revenues: Higher exposure to digital business led
269,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indian-it-sees-pockets-of-h2-recovery-in-us-eu-as-bfsi-revs-up/articleshow/124833768.cms,Infosys,Economics,Positive,0.55,0.119,0,"Indian IT sees pockets of H2 recovery in US, EU"
270,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indias-it-eyes-chip-electronics-foray-to-glide-over-growth-bumps/articleshow/123884610.cms,Infosys,Economics,Positive,0.45,0.051,0,"Indiaâs IT eyes chip, electronics foray to glide over growth"
271,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/infosys-resumes-hiring-women-on-a-career-break-offers-rewards-to-employees-for-successful-referrals/articleshow/123966757.cms,Infosys,Economics,Positive,0.9,0.301,0,"Infosys hiring women on a career break, offers rewards to"
272,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-companies-eye-specialised-talent-in-small-drives-to-future-proof-business/articleshow/108245378.cms,Infosys,Economics,Positive,0.45,0.113,0,it companies specialised talent: IT companies eye specialised talent in
273,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-large-caps-back-on-acquisition-track-to-boost-skills-footprint/articleshow/125623462.cms,Infosys,Economics,Positive,0.55,0.05,0,"IT large caps back on acquisition track to boost skills,"
274,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-may-see-a-muted-q4-rebound-likely-in-fy25-experts/articleshow/106843002.cms,Infosys,Economics,Positive,0.55,0.261,0,it sector muted growth: IT may see a muted Q4;
275,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/tech-majors-keep-count-up-despite-one-outlier/articleshow/124694042.cms,Infosys,Economics,Positive,0.55,0.048,0,Tech majors keep count up despite one outlier - The
276,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/techm-wants-to-be-a-credible-challenger-in-key-sectors-ceo-mohit-joshi/articleshow/107861825.cms,Infosys,Economics,Positive,0.55,0.063,0,mohit joshi: TechM wants to be a 'credible challenger' in
277,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/wipros-case-against-former-cfo-dalal-referred-to-arbitration/articleshow/106520966.cms,Infosys,Economics,Neutral,0.375,1.0,0,Wipro: Wipro's case against former CFO Jatin Dalal referred to
278,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/rbi-chief-says-not-against-any-fintech-google-indian-apps-agree-truce/articleshow/108272168.cms,Infosys,Economics,Positive,0.55,0.082,0,"RBI governor on fintechs; Google, Indian apps in temporary truce"
279,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/startups/corporates-cool-on-deeptech-investments-due-to-longer-time-to-market/articleshow/124789760.cms,Infosys,Economics,Positive,0.375,0.057,0,Corporates cool on deeptech investments due to longer time to
280,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/tech-bytes/nrn-says-research-focus-vital-to-build-a-better-india/articleshow/125282468.cms,Infosys,Economics,Positive,0.9,0.242,0,Infosys founder NR Narayana Murthy says research focus vital to
281,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/bank-of-america-names-infosys-us-unit-for-over-57000-users-data-leak/articleshow/107676417.cms,Infosys,Economics,Negative,0.9,0.124,0,Infosys: Bank of America names Infosys US unit for over
282,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/genai-regulations-lawyers-say-advisory-may-not-have-solid-legal-foundation/articleshow/108275031.cms,Infosys,Economics,Positive,0.375,0.04,0,genai advisory lawyers: Experts canât find any legal basis for
283,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/gpu-access-to-power-up-indias-ai-play-experts/articleshow/108335973.cms,Infosys,Economics,Positive,0.375,0.126,0,gpus access india ai play: GPU access to power up
284,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/india-job-scene-sees-early-signs-of-disruption-from-ai/articleshow/106422589.cms,Infosys,Economics,Negative,0.475,0.07,0,artificial intelligence: India job scene sees early signs of disruption
285,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/india-to-become-ai-use-case-capital-of-the-world-nandan-nilekani/articleshow/109926942.cms,Infosys,Economics,Neutral,0.45,1.0,0,Nandan Nilekani: India to become AI use case capital of
286,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/sarvam-ai-to-launch-voice-to-voice-endpoint-tool-in-the-next-six-to-twelve-months/articleshow/108304544.cms,Infosys,Economics,Neutral,0.375,1.0,0,Sarvam AI: Sarvam AI to launch voice-to-voice endpoint tool in
287,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/tamil-nadu-to-offer-sops-for-creation-of-high-paying-jobs-in-global-capability-centres/articleshow/107829056.cms,Infosys,Economics,Positive,0.55,0.175,0,gcc: Tamil Nadu to offer sops for creation of high
288,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/the-rise-of-finternet-an-interconnected-network-of-financial-ecosystems/articleshow/110049311.cms,Infosys,Economics,Positive,0.45,0.114,0,Finternet: The rise of Finternet: an interconnected network of financial
289,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/will-appoint-external-agency-on-rights-issue-capital-use-update-shareholders-quarterly-byju-raveendran/articleshow/107869311.cms,Infosys,Economics,Negative,0.375,0.043,0,"Byju's rights issue: Rights issue of $200 million fully subscribed,"
290,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/ai-mania-pulling-global-capital-away-but-indias-next-rally-hinges-on-industrials-pashupati-advani/articleshow/124699583.cms,Infosys,Energy and Electricity,Positive,0.3,0.276,0,"AI mania pulling global capital away, but India’s next rally"
291,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/gst-relief-yet-to-translate-into-consumption-boost-warns-dhananjay-sinha/articleshow/125542341.cms,Infosys,Energy and Electricity,Positive,0.3,0.334,0,"GST relief yet to translate into consumption boost, warns Dhananjay"
292,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/gurmeet-chadha-is-tracking-defence-energy-and-manufacturing-stocks-and-adding-to-portfolio-gurmeet-chadha/articleshow/107821011.cms,Infosys,Energy and Electricity,Positive,0.55,0.22,0,"Tracking defence, energy and manufacturing stocks and adding to portfolio:"
293,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/vikas-khemani-explains-why-big-money-can-be-made-in-pharma/articleshow/106816996.cms,Infosys,Energy and Electricity,Positive,0.55,0.288,0,Vikas Khemani explains why big money can be made in
