Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
98,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-05/articleshow/115296947.cms,Persistent Systems,Economics,Positive,0.375,0.041,0,Stock market update: Nifty IT index 0.05%
99,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-1-in-a-weak-market/articleshow/114965913.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index 0.1% in a weak
100,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-13/articleshow/116599844.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index 0.13%
101,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-21-in-an-upbeat-market/articleshow/116199431.cms,Persistent Systems,Economics,Negative,0.375,0.035,0,Stock market update: Nifty IT index 0.21% in an upbeat
102,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-27-in-an-upbeat-market/articleshow/115920954.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index 0.27% in an upbeat
103,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-27-in-an-upbeat-market/articleshow/116670188.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index 0.27% in an upbeat
104,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-36/articleshow/116631106.cms,Persistent Systems,Economics,Positive,0.375,0.047,0,Stock market update: Nifty IT index 0.36%
105,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-47-in-a-weak-market/articleshow/115888010.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index 0.47% in a weak
106,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-64/articleshow/116288604.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index 0.64%
107,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-68/articleshow/115053634.cms,Persistent Systems,Economics,Positive,0.375,0.043,0,Stock market update: Nifty IT index 0.68%
108,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-71/articleshow/115084678.cms,Persistent Systems,Economics,Positive,0.375,0.05,0,Stock market update: Nifty IT index 0.71%
109,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-77/articleshow/116252851.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index 0.77%
110,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-86/articleshow/114776762.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index 0.86%
111,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-92-in-an-upbeat-market/articleshow/115793129.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index 0.92% in an upbeat
112,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-01/articleshow/122765194.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index advances 0.01%
113,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-04-in-a-weak-market/articleshow/111652197.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index advances 0.04% in a
114,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-06/articleshow/111580837.cms,Persistent Systems,Economics,Positive,0.375,0.045,0,Stock market update: Nifty IT index advances 0.06%
115,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-08-in-an-upbeat-market/articleshow/111596687.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index advances 0.08% in an
116,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-12-in-an-upbeat-market/articleshow/108125891.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index advances 0.12% in an
117,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-14/articleshow/113427891.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index advances 0.14%
118,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-18/articleshow/112168808.cms,Persistent Systems,Economics,Positive,0.375,0.037,0,Stock market update: Nifty IT index advances 0.18%
119,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-19-in-a-weak-market/articleshow/111976537.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index advances 0.19% in a
120,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-19/articleshow/118761553.cms,Persistent Systems,Economics,Positive,0.375,0.051,0,Stock market update: Nifty IT index advances 0.19%
121,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-24-in-a-weak-market/articleshow/114003257.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index advances 0.24% in a
122,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-29-in-an-upbeat-market/articleshow/118832927.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index advances 0.29% in an
123,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-3/articleshow/122320214.cms,Persistent Systems,Economics,Positive,0.375,0.05,0,Stock market update: Nifty IT index advances 0.3%
124,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-37-in-an-upbeat-market/articleshow/114137601.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index advances 0.37% in an
125,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-4-in-an-upbeat-market/articleshow/119286920.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index advances 0.4% in an
126,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-44-in-an-upbeat-market/articleshow/113687115.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index advances 0.44% in an
127,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-46-in-a-weak-market/articleshow/111853823.cms,Persistent Systems,Economics,Negative,0.375,0.035,0,Stock market update: Nifty IT index advances 0.46% in a
128,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-5-in-an-upbeat-market/articleshow/112156667.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index advances 0.5% in an
129,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-57-in-an-upbeat-market/articleshow/108838353.cms,Persistent Systems,Economics,Negative,0.375,0.036,0,Stock market update: Nifty IT index advances 0.57% in an
130,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-57/articleshow/119591546.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index advances 0.57%
131,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-59-in-an-upbeat-market/articleshow/114205450.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index advances 0.59% in an
132,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-62-in-an-upbeat-market/articleshow/110453921.cms,Persistent Systems,Economics,Positive,0.375,0.018,0,Stock market update: Nifty IT index advances 0.62% in an
133,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-64-in-an-upbeat-market/articleshow/108932458.cms,Persistent Systems,Economics,Negative,0.375,0.04,0,Stock market update: Nifty IT index advances 0.64% in an
134,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-66-in-a-weak-market/articleshow/114301725.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index advances 0.66% in a
135,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-72/articleshow/108043030.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index advances 0.72%
136,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-77/articleshow/109920317.cms,Persistent Systems,Economics,Positive,0.375,0.049,0,Stock market update: Nifty IT index advances 0.77%
137,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-1-33-in-an-upbeat-market/articleshow/119242192.cms,Persistent Systems,Economics,Negative,0.375,0.039,0,Stock market update: Nifty IT index advances 1.33% in an
138,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-1-33/articleshow/119159083.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index advances 1.33%
139,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-02/articleshow/110148719.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index falls 0.02%
140,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-06/articleshow/108105462.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,Stock market update: Nifty IT index falls 0.06%
141,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-13-in-a-weak-market/articleshow/108635722.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.13% in a
142,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-14/articleshow/118418631.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index falls 0.14%
143,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-15-in-a-weak-market/articleshow/118407021.cms,Persistent Systems,Economics,Positive,0.375,0.02,0,Stock market update: Nifty IT index falls 0.15% in a
144,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-17-in-a-weak-market/articleshow/114271160.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index falls 0.17% in a
145,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-18/articleshow/108649058.cms,Persistent Systems,Economics,Positive,0.375,0.042,0,Stock market update: Nifty IT index falls 0.18%
146,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-19-in-an-upbeat-market/articleshow/109122125.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.19% in an
147,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-2-in-an-upbeat-market/articleshow/108193546.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.2% in an
148,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-31-in-a-weak-market/articleshow/113802089.cms,Persistent Systems,Economics,Positive,0.375,0.019,0,Stock market update: Nifty IT index falls 0.31% in a
149,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-34/articleshow/110498857.cms,Persistent Systems,Economics,Positive,0.375,0.047,0,Stock market update: Nifty IT index falls 0.34%
150,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-35-in-a-weak-market/articleshow/118235240.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.35% in a
151,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-38-in-an-upbeat-market/articleshow/110103104.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index falls 0.38% in an
152,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-38/articleshow/111929301.cms,Persistent Systems,Economics,Positive,0.375,0.038,0,Stock market update: Nifty IT index falls 0.38%
153,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-47/articleshow/118845967.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 0.47%
154,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-49-in-a-weak-market/articleshow/106434275.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index falls 0.49% in a
155,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-49/articleshow/106454424.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 0.49%
156,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-49/articleshow/106486868.cms,Persistent Systems,Economics,Positive,0.375,0.049,0,Stock market update: Nifty IT index falls 0.49%
157,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-52-in-a-weak-market/articleshow/111623139.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index falls 0.52% in a
158,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-53-in-an-upbeat-market/articleshow/114033873.cms,Persistent Systems,Economics,Positive,0.375,0.02,0,Stock market update: Nifty IT index falls 0.53% in an
159,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-53-in-an-upbeat-market/articleshow/118376436.cms,Persistent Systems,Economics,Positive,0.375,0.02,0,Stock market update: Nifty IT index falls 0.53% in an
160,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-54/articleshow/108139090.cms,Persistent Systems,Economics,Positive,0.375,0.047,0,Stock market update: Nifty IT index falls 0.54%
161,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-56-in-a-weak-market/articleshow/110072071.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.56% in a
162,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-56/articleshow/118175596.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 0.56%
163,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-64/articleshow/108822244.cms,Persistent Systems,Economics,Positive,0.375,0.04,0,Stock market update: Nifty IT index falls 0.64%
164,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-67/articleshow/113668391.cms,Persistent Systems,Economics,Positive,0.375,0.047,0,Stock market update: Nifty IT index falls 0.67%
165,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-72-in-an-upbeat-market/articleshow/119634777.cms,Persistent Systems,Economics,Positive,0.375,0.02,0,Stock market update: Nifty IT index falls 0.72% in an
166,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-85/articleshow/110209162.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 0.85%
167,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-89/articleshow/109818085.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 0.89%
168,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-98-in-a-weak-market/articleshow/108576964.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 0.98% in a
169,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-1-17/articleshow/108013141.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index falls 1.17%
170,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-1-62-in-a-weak-market/articleshow/118873979.cms,Persistent Systems,Economics,Positive,0.375,0.024,0,Stock market update: Nifty IT index falls 1.62% in a
171,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-1-76/articleshow/119650251.cms,Persistent Systems,Economics,Positive,0.375,0.047,0,Stock market update: Nifty IT index falls 1.76%
172,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-2-03-in-a-weak-market/articleshow/114338729.cms,Persistent Systems,Economics,Negative,0.375,0.034,0,Stock market update: Nifty IT index falls 2.03% in a
173,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-2-38-in-a-weak-market/articleshow/119847744.cms,Persistent Systems,Economics,Negative,0.375,0.033,0,Stock market update: Nifty IT index falls 2.38% in a
174,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/hsbc-flexi-cap-review-22-returns-in-three-years-should-you-invest-in-this-flexi-cap-fund/articleshow/111570637.cms,Persistent Systems,Economics,Neutral,0.3,1.0,0,HSBC Flexi Cap Fund: 22% returns in three years; should
175,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/parag-parikh-flexi-capresilient-value-play/articleshow/118673689.cms,Persistent Systems,Economics,Positive,0.3,0.05,0,Parag Parikh Flexi-Cap Fund deliver 13.93% returns in 3 years.
176,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/bjp-is-looking-like-the-indian-stock-market-congress-like-the-chinese-market-guru-shankar-sharma-ahead-of-poll-results/articleshow/114001146.cms,Persistent Systems,Economics,Negative,0.2,0.045,0,'BJP is looking like the Indian stock market & Congress
177,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/away-from-spotlight-healthcare-throws-big-lifeline-to-it-sector/articleshow/113860297.cms,Persistent Systems,Economics,Negative,0.375,0.051,0,"healthcare IT: Away from spotlight, healthcare throws big lifeline to"
178,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/big-it-expects-growth-momentum-to-continue-in-september-quarter/articleshow/113860625.cms,Persistent Systems,Economics,Positive,0.45,0.07,0,Indian IT earnings: Big IT expects growth momentum to continue
179,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/dollars-slide-may-help-it-add-70300-basis-points-to-q1-revenues/articleshow/122350069.cms,Persistent Systems,Economics,Positive,0.375,0.2,0,Dollar's slide may help IT add 70â300 basis points to
180,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/in-it-services-market-nimble-midsize-cos-gain-over-large-caps/articleshow/125986537.cms,Persistent Systems,Economics,Positive,0.475,0.114,0,"In IT services market, nimble midsize cos gain over large"
181,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indian-it-sees-pockets-of-h2-recovery-in-us-eu-as-bfsi-revs-up/articleshow/124833768.cms,Persistent Systems,Economics,Positive,0.475,0.156,0,"Indian IT sees pockets of H2 recovery in US, EU"
182,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-engineering-services-firms-accelerate-bfsi-growth-through-strategic-acquisitions/articleshow/115263758.cms,Persistent Systems,Economics,Positive,0.45,0.198,0,BFSI growth: IT engineering companies on acquisition spree to boost
183,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-grappling-with-cost-pressures-as-pricing-shifts-from-effort-to-outcomes/articleshow/123080094.cms,Persistent Systems,Economics,Negative,0.45,0.047,0,IT grappling with cost pressures as pricing shifts from effort
184,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-midcaps-pull-away-from-delivery-model-linked-to-headcount/articleshow/125143055.cms,Persistent Systems,Economics,Positive,0.55,0.107,0,IT midcaps pull away from delivery model linked to headcount
185,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-midcaps-weather-market-storm-to-enter-billion-dollar-club/articleshow/110131152.cms,Persistent Systems,Economics,Neutral,0.35,1.0,0,mid-cap IT firms: IT midcaps weather market storm to enter
186,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/persistent-systems-q1-net-profit-rises-33-9-on-year-to-rs-306-crore/articleshow/111842803.cms,Persistent Systems,Economics,Positive,0.9,0.139,0,Persistent Systems: Persistent Systems Q1 net profit rises 33.9% on
187,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/ashwini-vaishnaw-guest-of-honour-at-etsa-2024-ecommerce-festive-sales-on-track/articleshow/113797562.cms,Persistent Systems,Economics,Positive,0.475,0.245,0,Ashwini Vaishnaw guest of honour at ETSA 2024; ecommerce festive
188,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/mid-tier-tech-firms-seize-100-million-deals-challenging-it-giants-with-ai-driven-agility/articleshow/115186532.cms,Persistent Systems,Economics,Neutral,0.9,1.0,0,"Persistent Systems: Agile mid-sized IT uses AI, pricing to bag"
189,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/startup-bonv-aero-drives-drone-innovation-with-support-from-stpi/articleshow/115599973.cms,Persistent Systems,Economics,Positive,0.475,0.125,0,"Meet the Drapers: The small town startups driving innovation, backed"
190,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/cautious-on-largecap-it-metals-zomato-or-swiggy-reliance-can-be-portfolio-bets-dipan-mehta/articleshow/116198052.cms,Persistent Systems,Energy and Electricity,Positive,0.375,0.214,0,"Cautious on largecap IT, metals; Zomato or Swiggy & Reliance"
191,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/is-it-time-to-start-buying-the-fear-and-volatility-now-prateek-agrawal-answers/articleshow/115889120.cms,Persistent Systems,Energy and Electricity,Negative,0.275,0.081,0,Is it time to buy the fear and volatility? Prateek
192,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-wednesday/articleshow/114258323.cms,Persistent Systems,Energy and Electricity,Positive,0.375,0.206,0,Ahead of Market: 10 things that will decide stock action
193,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/115626192.cms,Persistent Systems,Energy and Electricity,Positive,0.3,0.214,0,Ahead of Market: 10 things that will decide stock market
194,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/gm-breweries-tops-october-charts-with-75-gain-as-indices-snap-winning-streak-check-other-monthly-winners/articleshow/125028673.cms,Persistent Systems,Energy and Electricity,Positive,0.375,0.113,0,GM Breweries tops October charts with 75% gain as indices
195,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-financials-lead-sensex-rally-boosting-investor-wealth-by-rs-4-lakh-crore/articleshow/109501257.cms,Persistent Systems,Energy and Electricity,Positive,0.35,0.196,0,"IT, financials lead Sensex rally, boosting investor wealth by Rs"
196,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-tick-higher-after-in-line-us-inflation-data-cements-rate-cut-bets/articleshow/116235392.cms,Persistent Systems,Energy and Electricity,Positive,0.45,0.262,0,"Sensex, Nifty tick higher after in-line US inflation data cements"
197,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/will-niftys-rally-stall-near-26000-or-break-past-its-record-highs-soon/articleshow/124837096.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.24,0,"Will Nifty’s rally stall near 26,000 or break past its"
198,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-27-in-an-upbeat-market/articleshow/115920954.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.119,0,Stock market update: Nifty IT index 0.27% in an upbeat
199,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-04-in-a-weak-market/articleshow/111652197.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.118,0,Stock market update: Nifty IT index advances 0.04% in a
200,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-24-in-a-weak-market/articleshow/114003257.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.128,0,Stock market update: Nifty IT index advances 0.24% in a
201,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-4-in-an-upbeat-market/articleshow/119286920.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.13,0,Stock market update: Nifty IT index advances 0.4% in an
202,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-5-in-an-upbeat-market/articleshow/112156667.cms,Persistent Systems,Energy and Electricity,Positive,0.275,0.16,0,Stock market update: Nifty IT index advances 0.5% in an
